Unit,Chiplet,Release Directory,Age (days),Size,Owner,Release Timestamp,Has Symlinks,Symlink Names,Symlink Owners,Requires Coordination,Recommendation
dqai,QNS,dqai_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_17_10_41_19,123,3.1G,mlanzerer,2025-09-17 10:41:19,No,None,None,No,Safe to delete
ribs,NDQ,ribs.ribs_rbv_2025_09_02_condb_int3_08_27_0_1NL_snap__2025_9_17_11_52_44,123,2.8G,ynaim,2025-09-17 11:52:44,No,None,None,No,Safe to delete
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_9_17_15_12_47,122,2.4G,brachas,2025-09-17 15:12:47,No,None,None,No,Safe to delete
dqaa,QNS,dqaa_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_10_sep__2025_9_17_12_5_42,123,2.4G,siddharthasa,2025-09-17 12:05:42,No,None,None,No,Safe to delete
dqaa,QNS,dqaa_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_run1__2025_9_2_16_49_11,137,2.4G,siddharthasa,2025-09-02 16:49:11,No,None,None,No,Safe to delete
tecorel,QNS,tecorel_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_default_run__2025_9_17_12_16_53,123,2.4G,gnarla,2025-09-17 12:16:53,No,None,None,No,Safe to delete
tecorer,QNS,tecorer_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_FIRST_RUN__2025_9_17_12_44_52,122,2.4G,hsajwan,2025-09-17 12:44:52,No,None,None,No,Safe to delete
dqaco,QNS,dqaco_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_icc2_false__2025_9_17_12_16_19,123,2.3G,gnarla,2025-09-17 12:16:19,No,None,None,No,Safe to delete
dqaci,QNS,dqaci_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_10_sep__2025_9_17_12_4_37,123,2.3G,siddharthasa,2025-09-17 12:04:37,No,None,None,No,Safe to delete
dqax,QNS,dqax_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_17_10_43_1,123,2.3G,mlanzerer,2025-09-17 10:43:01,No,None,None,No,Safe to delete
dql,QNS,dql_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_21_10_1_28,119,2.0G,bnevo,2025-09-21 10:01:28,Yes,prev_fe_dct_golden_release,aazran,No,Remove symlinks first
alm,TCB,alm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_29_13_27_11,110,1.8G,ysapojnikov,2025-09-29 13:27:11,No,None,None,No,Safe to delete
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_9_17_11_22_15,123,1.8G,shlomoc,2025-09-17 11:22:15,No,None,None,No,Safe to delete
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_cmp__2025_9_21_10_19_38,119,1.7G,aamsalem,2025-09-21 10:19:38,No,None,None,No,Safe to delete
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_9_17_11_21_30,123,1.5G,shlomoc,2025-09-17 11:21:30,No,None,None,No,Safe to delete
hib,TCB,hib_rbv_2025_09_08_agur_condb_int3_2025_08_27_0_1NL_snap_fp2__2025_9_25_9_11_44,115,1.5G,maximkr,2025-09-25 09:11:44,No,None,None,No,Safe to delete
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_9_17_14_11_44,122,1.3G,lmustafa,2025-09-17 14:11:44,Yes,prev_SEP_10,lmustafa,No,Remove symlinks first
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_10_8_15_18_14,101,1.3G,lmustafa,2025-10-08 15:18:14,No,None,None,No,Safe to delete
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_10_8_15_21_3,101,1.3G,lmustafa,2025-10-08 15:21:03,Yes,prev_SEP_10_NDQ_V1_GLC,lmustafa,No,Remove symlinks first
yu_mng,TOP_YC,yu_mng_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_01__2025_9_17_12_2_9,123,1.3G,aspiegelglas,2025-09-17 12:02:09,No,None,None,No,Safe to delete
bta,TCB,bta_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_29_13_27_4,110,1.1G,ysapojnikov,2025-09-29 13:27:04,No,None,None,No,Safe to delete
eri,TCB,eri_rbv_2025_09_28_timing_fixes_first_run__2025_10_8_12_31_18,101,995M,hsajwan,2025-10-08 12:31:18,No,None,None,No,Safe to delete
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_9_17_10_42_55,123,685M,brachas,2025-09-17 10:42:55,No,None,None,No,Safe to delete
tds,QNS,tds_rbv_2025_06_15_condb_int2_23_5r1_BE_SFNL_snap_Initial_Run__2025_9_17_12_34_47,122,654M,hsajwan,2025-09-17 12:34:47,No,None,None,No,Safe to delete
tds,QNS,tds_rbv_2025_06_15_condb_int2_23_5r1_BE_SFNL_snap_Initial_Run__2025_9_3_7_37_11,137,654M,hsajwan,2025-09-03 07:37:11,No,None,None,No,Safe to delete
tds,QNS,tds_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_FIRST_RUN__2025_10_5_17_32_7,104,638M,hsajwan,2025-10-05 17:32:07,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_7_6_18_5_7,195,622M,hshahady,2025-07-06 18:05:07,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_7_6_17_49_8,195,116K,hshahady,2025-07-06 17:49:08,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_7_6_16_46_14,195,116K,hshahady,2025-07-06 16:46:14,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_7_6_17_15_20,195,116K,hshahady,2025-07-06 17:15:20,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_7_6_17_25_23,195,116K,hshahady,2025-07-06 17:25:23,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_7_5_18_42_24,196,116K,hshahady,2025-07-05 18:42:24,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_7_1_16_41_57,200,116K,hshahady,2025-07-01 16:41:57,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_03_18_TNL__2025_6_30_20_26_46,201,112K,ykatzav,2025-06-30 20:26:46,No,None,None,No,Safe to delete
dqap,QNS,nbu_signoff__2025_9_21_11_15_24,119,112K,drazmizrahi,2025-09-21 11:15:24,No,None,None,No,Safe to delete
yc_clock_macro,TOP_YC,top_yc_clock_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_00__2025_9_30_9_38_25,110,112K,momar,2025-09-30 09:38:25,No,None,None,No,Safe to delete
